id,pid,ms_subclass,ms_zoning,lot_frontage,lot_area,street,lot_shape,land_contour,utilities,lot_config,land_slope,condition_1,condition_2,bldg_type,house_style,overall_qual,overall_cond,year_built,year_remod/add,roof_style,roof_matl,exterior_1st,exterior_2nd,mas_vnr_area,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_sf_1,bsmtfin_type_2,bsmtfin_sf_2,bsmt_unf_sf,total_bsmt_sf,heating,heating_qc,central_air,electrical,1st_flr_sf,2nd_flr_sf,low_qual_fin_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,functional,fireplaces,fireplace_qu,garage_yr_blt,garage_finish,garage_cars,garage_area,garage_qual,garage_cond,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,pool_area,pool_qc,fence,misc_val,mo_sold,yr_sold,sale_type,saleprice,pool_score,garage_score,fireplace_score,basement_score,kitchen_score,overall_score
1106,528363110,20,RL,91.0,10437,Pave,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,8,6,1995,1995,Hip,CompShg,MetalSd,MetalSd,660.0,4,4,PConc,4,3,4.0,6.0,1696.0,1.0,0.0,413.0,2109.0,GasA,5,Y,SBrkr,2113,0,0,2113,1.0,0.0,2,1,2,1,4,7,Typ,1,3,1995.0,3.0,3.0,839.0,3,3,Y,236,46,0,0,0,0,0,0.0,0,8,2008,WD ,350000,0,22653,3,25308,4,48
2375,527452290,20,RL,65.0,7514,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,5,7,1967,1975,Hip,CompShg,MetalSd,MetalSd,0.0,3,3,CBlock,3,3,2.0,5.0,373.0,3.0,108.0,462.0,943.0,GasA,3,Y,SBrkr,1387,0,0,1387,1.0,0.0,1,0,3,1,3,6,Typ,1,3,1974.0,2.0,1.0,300.0,3,3,Y,0,0,240,0,0,0,0,0.0,0,9,2006,WD ,145000,0,2700,3,8487,3,35
1701,528118040,60,RL,118.0,13654,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Norm,Norm,1Fam,2Story,9,5,2005,2006,Gable,CompShg,MetalSd,MetalSd,365.0,4,3,PConc,5,3,4.0,1.0,0.0,1.0,0.0,1704.0,1704.0,GasA,5,Y,SBrkr,1722,1036,0,2758,0.0,0.0,2,1,4,1,5,9,Typ,1,5,2005.0,3.0,3.0,814.0,3,3,Y,282,55,0,0,0,0,0,0.0,0,5,2007,WD ,418000,0,21978,5,25560,5,45
2657,902207110,30,RM,48.0,5747,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,3,4,1920,1950,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,3,3,PConc,3,3,1.0,1.0,0.0,1.0,0.0,798.0,798.0,GasA,4,Y,SBrkr,840,0,0,840,0.0,0.0,1,0,2,1,2,5,Typ,0,0,1938.0,1.0,1.0,250.0,3,2,N,112,0,0,0,0,0,0,0.0,0,6,2006,WD ,64000,0,1500,0,7182,2,12
907,909129100,50,RH,55.0,4500,Pave,IR2,Bnk,AllPub,Inside,Gtl,Norm,Norm,1Fam,1.5Fin,5,5,1932,2000,Gable,CompShg,VinylSd,Stucco,0.0,3,3,BrkTil,3,3,1.0,3.0,182.0,1.0,0.0,611.0,793.0,GasA,5,Y,SBrkr,848,672,0,1520,0.0,0.0,1,0,3,1,3,6,Typ,0,0,1968.0,1.0,1.0,281.0,3,3,Y,0,0,56,0,0,0,0,0.0,0,7,2009,WD ,159434,0,2529,0,7137,3,25
1777,528427100,20,RL,91.0,11830,Pave,Reg,Lvl,AllPub,Inside,Gtl,Feedr,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,164.0,4,3,PConc,4,3,1.0,6.0,1220.0,1.0,0.0,322.0,1542.0,GasA,5,Y,SBrkr,1542,0,0,1542,1.0,0.0,2,0,3,1,4,6,Typ,1,4,2007.0,1.0,3.0,852.0,3,3,Y,168,110,0,0,0,0,0,0.0,0,7,2007,New,260261,0,23004,4,18504,4,40
164,535454070,50,RL,71.0,8520,Pave,Reg,Lvl,AllPub,Corner,Gtl,Artery,Norm,1Fam,1.5Fin,5,4,1952,1952,Gable,CompShg,BrkFace,Wd Sdng,0.0,3,2,CBlock,3,3,1.0,3.0,507.0,1.0,0.0,403.0,910.0,GasA,2,Y,SBrkr,910,475,0,1385,0.0,0.0,2,0,4,1,3,6,Typ,0,0,2000.0,1.0,2.0,720.0,3,3,Y,0,0,0,0,0,0,0,3.0,0,6,2010,WD ,166000,0,12960,0,8190,3,20
1973,535478040,85,RL,66.0,6760,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,SFoyer,5,5,1962,1962,Gable,CompShg,HdBoard,HdBoard,0.0,3,3,CBlock,3,3,3.0,5.0,734.0,1.0,0.0,162.0,896.0,GasA,3,Y,SBrkr,936,0,0,936,1.0,0.0,1,0,3,1,3,6,Typ,1,1,1962.0,2.0,1.0,288.0,3,3,Y,24,90,160,0,0,0,0,0.0,0,10,2007,WD ,130000,0,2592,1,8064,3,25
2857,909256020,50,RL,51.0,6191,Pave,Reg,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,1.5Fin,5,4,1941,1950,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,3,3,CBlock,2,2,1.0,2.0,384.0,1.0,0.0,440.0,824.0,GasA,3,N,SBrkr,824,464,0,1288,0.0,0.0,1,0,4,1,3,6,Typ,0,0,1941.0,1.0,1.0,240.0,3,3,Y,0,0,0,0,0,0,0,0.0,0,11,2006,WD ,112000,0,2160,0,3296,3,20
1208,534400030,20,RL,80.0,8700,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,5,6,1963,1963,Hip,CompShg,MetalSd,MetalSd,148.0,3,4,CBlock,3,3,2.0,5.0,776.0,1.0,0.0,344.0,1120.0,GasA,4,Y,SBrkr,1128,0,0,1128,1.0,0.0,2,0,3,1,3,6,Typ,0,0,1963.0,2.0,2.0,525.0,3,3,Y,192,20,123,0,0,0,0,3.0,0,12,2008,WD ,155000,0,9450,0,10080,3,30
319,916386090,60,RL,92.0,12003,Pave,Reg,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,2Story,8,5,2009,2010,Gable,CompShg,VinylSd,VinylSd,84.0,4,3,PConc,5,3,1.0,1.0,0.0,1.0,0.0,774.0,774.0,GasA,5,Y,SBrkr,774,1194,0,1968,0.0,0.0,2,1,4,1,5,8,Typ,1,4,2009.0,3.0,3.0,680.0,3,3,Y,0,75,0,0,0,0,0,0.0,0,5,2010,New,269500,0,18360,4,11610,5,40
2567,535103070,80,RL,0.0,12700,Pave,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,SLvl,6,5,1964,1964,Gable,CompShg,HdBoard,HdBoard,0.0,3,3,CBlock,3,3,1.0,5.0,939.0,1.0,0.0,307.0,1246.0,GasA,3,Y,SBrkr,1246,0,0,1246,1.0,0.0,1,0,3,1,3,6,Typ,2,4,1964.0,2.0,2.0,441.0,3,3,Y,0,69,0,0,0,0,0,0.0,0,11,2006,WD ,172000,0,7938,8,11214,3,30
2222,909425270,70,RL,75.0,13125,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,7,6,1940,1984,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,3,3,CBlock,3,3,1.0,4.0,410.0,1.0,0.0,390.0,800.0,GasA,3,Y,SBrkr,960,780,0,1740,0.0,0.0,1,1,3,1,3,6,Typ,2,4,1940.0,1.0,1.0,240.0,3,3,Y,0,0,0,0,0,0,0,0.0,0,7,2007,CWD,219500,0,2160,8,7200,3,42
2493,532376250,20,RL,0.0,8638,Pave,IR1,Lvl,AllPub,Inside,Gtl,RRAe,Norm,1Fam,1Story,5,6,1963,1963,Gable,CompShg,HdBoard,HdBoard,0.0,3,3,PConc,3,3,1.0,5.0,181.0,1.0,0.0,744.0,925.0,GasA,4,Y,SBrkr,925,0,0,925,1.0,0.0,1,0,2,1,3,5,Typ,0,0,1990.0,1.0,2.0,484.0,3,3,Y,203,74,0,0,0,0,0,0.0,0,10,2006,WD ,133500,0,8712,0,8325,3,30
1757,528280150,80,RL,76.0,9967,Pave,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,SLvl,7,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,0.0,3,3,PConc,4,3,1.0,1.0,0.0,1.0,0.0,384.0,384.0,GasA,5,Y,SBrkr,774,656,0,1430,0.0,0.0,2,1,3,1,3,8,Typ,1,3,2000.0,2.0,2.0,400.0,3,3,Y,100,0,0,0,0,0,0,0.0,0,12,2007,WD ,170000,0,7200,3,4608,3,35
184,902305110,70,RM,60.0,9600,Pave,Reg,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,2Story,8,9,1900,2003,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,4,4,BrkTil,3,3,1.0,1.0,0.0,1.0,0.0,930.0,930.0,GasW,3,N,SBrkr,930,636,0,1566,0.0,0.0,2,0,3,1,4,7,Typ,0,0,1930.0,1.0,1.0,288.0,3,3,Y,54,228,246,0,0,0,0,0.0,0,4,2010,WD ,150000,0,2592,0,8370,4,72
1248,535302140,20,RL,0.0,12774,Pave,Reg,Lvl,AllPub,Inside,Sev,Norm,Norm,1Fam,1Story,5,5,1953,1953,Hip,CompShg,MetalSd,MetalSd,0.0,3,3,PConc,3,3,1.0,4.0,624.0,2.0,128.0,232.0,984.0,GasW,3,N,SBrkr,950,0,0,950,0.0,0.0,1,0,2,1,3,5,Typ,0,0,1953.0,1.0,2.0,400.0,3,3,Y,0,32,0,0,0,0,0,2.0,0,7,2008,WD ,130000,0,7200,0,8856,3,25
2574,535152070,80,RL,70.0,8163,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,SLvl,5,6,1959,1959,Gable,CompShg,HdBoard,HdBoard,128.0,3,4,CBlock,3,3,3.0,5.0,748.0,4.0,294.0,102.0,1144.0,GasA,3,Y,SBrkr,1144,0,0,1144,1.0,0.0,1,0,3,1,3,6,Typ,1,3,1959.0,2.0,1.0,796.0,3,3,Y,86,0,0,0,0,0,0,0.0,0,3,2006,WD ,143000,0,7164,3,10296,3,30
1215,534403260,20,RL,90.0,9900,Pave,Reg,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,1Story,5,5,1961,1961,Gable,CompShg,Plywood,Plywood,0.0,3,4,CBlock,3,3,1.0,1.0,0.0,1.0,0.0,1114.0,1114.0,GasA,3,Y,SBrkr,1114,0,0,1114,1.0,0.0,1,0,3,1,3,5,Typ,0,0,1961.0,2.0,2.0,451.0,3,3,Y,0,0,0,0,164,0,0,0.0,0,5,2008,COD,140000,0,8118,0,10026,3,25
1614,526355170,20,RL,95.0,13651,Pave,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,7,6,1973,1973,Gable,CompShg,Plywood,Plywood,1115.0,3,4,CBlock,4,3,4.0,5.0,1880.0,1.0,0.0,343.0,2223.0,GasA,5,Y,SBrkr,2223,0,0,2223,1.0,0.0,2,0,3,1,3,8,Typ,2,4,1973.0,3.0,2.0,516.0,3,3,Y,300,0,0,0,0,0,0,0.0,0,2,2007,WD ,244000,0,9288,8,26676,3,42
2039,903458020,75,RM,60.0,7200,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2.5Unf,5,7,1920,1996,Gable,CompShg,MetalSd,MetalSd,0.0,3,3,BrkTil,3,2,1.0,1.0,0.0,1.0,0.0,530.0,530.0,GasA,3,N,SBrkr,581,530,0,1111,0.0,0.0,1,0,3,1,2,6,Typ,0,0,1935.0,1.0,1.0,288.0,3,3,N,0,0,144,0,0,0,0,0.0,0,3,2007,WD ,101000,0,2592,0,3180,2,35
2669,902406030,20,RM,65.0,9750,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,5,5,1958,1958,Hip,CompShg,HdBoard,HdBoard,0.0,3,3,CBlock,3,3,1.0,1.0,0.0,1.0,0.0,960.0,960.0,GasA,5,Y,SBrkr,960,0,0,960,0.0,0.0,1,0,3,1,3,5,Typ,0,0,2002.0,1.0,2.0,624.0,3,3,Y,0,0,0,0,0,0,0,0.0,4500,7,2006,WD ,125000,0,11232,0,8640,3,25
1005,527162180,60,RL,73.0,11184,Pave,IR1,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,2Story,6,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,0.0,3,3,PConc,4,3,1.0,1.0,0.0,1.0,0.0,932.0,932.0,GasA,4,Y,SBrkr,932,701,0,1633,0.0,0.0,2,1,3,1,3,7,Typ,1,3,1998.0,3.0,2.0,460.0,3,3,Y,0,39,0,0,0,0,0,0.0,0,4,2008,WD ,183000,0,8280,3,11184,3,30
753,903430060,75,RM,92.0,5520,Pave,Reg,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,2.5Fin,6,6,1912,1950,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,3,3,CBlock,3,3,1.0,1.0,0.0,1.0,0.0,755.0,755.0,GasA,5,Y,SBrkr,929,929,371,2229,0.0,0.0,1,0,5,1,3,8,Typ,0,0,-1.0,0.0,0.0,0.0,0,0,Y,0,198,30,0,0,0,0,3.0,0,7,2009,WD ,104000,0,0,0,6795,3,36
1275,535455060,45,RL,64.0,6390,Pave,Reg,Lvl,AllPub,Corner,Gtl,Feedr,Norm,1Fam,1.5Unf,6,7,1954,1954,Gable,CompShg,MetalSd,MetalSd,0.0,3,3,CBlock,3,3,1.0,1.0,0.0,1.0,0.0,936.0,936.0,GasA,3,Y,FuseA,984,0,0,984,1.0,0.0,1,0,2,1,3,4,Typ,0,0,1954.0,1.0,1.0,280.0,3,3,Y,0,0,0,0,0,0,0,2.0,0,6,2008,WD ,112500,0,2520,0,8424,3,42
2350,527355280,20,RL,79.0,10240,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,6,6,1980,1980,Gable,CompShg,Plywood,Plywood,157.0,3,4,CBlock,4,3,1.0,4.0,625.0,2.0,1061.0,0.0,1686.0,GasA,3,Y,SBrkr,1686,0,0,1686,1.0,0.0,2,0,3,1,3,7,Typ,1,3,1980.0,1.0,2.0,612.0,3,3,Y,384,131,0,0,0,0,0,0.0,0,5,2006,WD ,207500,0,11016,3,20232,3,36
2762,906394040,20,RL,78.0,9316,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,140.0,4,3,PConc,4,3,4.0,6.0,56.0,1.0,0.0,1558.0,1614.0,GasA,5,Y,SBrkr,1614,0,0,1614,0.0,0.0,2,0,3,1,4,7,Typ,1,4,2005.0,3.0,2.0,576.0,3,3,Y,100,45,0,0,0,0,0,0.0,0,3,2006,WD ,225000,0,10368,4,19368,4,35
2788,907227090,20,RL,60.0,7200,Pave,Reg,Low,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,5,8,1972,1972,Gable,CompShg,VinylSd,VinylSd,0.0,3,3,CBlock,3,3,1.0,4.0,437.0,1.0,0.0,427.0,864.0,GasA,5,Y,SBrkr,864,0,0,864,0.0,0.0,1,0,3,1,3,5,Typ,0,0,1977.0,1.0,1.0,297.0,3,3,Y,0,0,0,0,0,0,0,3.0,0,3,2006,WD ,119900,0,2673,0,7776,3,40
2384,528112010,20,RL,108.0,12228,Pave,Reg,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,1Story,7,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,206.0,4,3,PConc,5,4,1.0,1.0,0.0,1.0,0.0,1721.0,1721.0,GasA,5,Y,SBrkr,1740,0,0,1740,0.0,0.0,2,0,4,1,4,8,Typ,0,0,2006.0,2.0,3.0,874.0,3,3,Y,0,43,0,0,0,0,0,0.0,0,9,2006,New,293000,0,23598,0,34420,4,35
2716,905107240,20,RL,78.0,10335,Pave,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,5,6,1968,1993,Gable,CompShg,Plywood,Plywood,0.0,3,3,CBlock,3,3,1.0,3.0,570.0,1.0,0.0,891.0,1461.0,GasA,4,Y,SBrkr,1721,0,0,1721,0.0,0.0,2,1,3,1,3,7,Min1,1,3,1968.0,2.0,2.0,440.0,3,3,Y,0,96,180,0,0,0,0,3.0,0,7,2006,WD ,180000,0,7920,3,13149,3,30
313,914478045,80,RL,0.0,12328,Pave,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,SLvl,6,5,1976,1976,Gable,CompShg,HdBoard,HdBoard,335.0,3,3,CBlock,3,3,3.0,6.0,539.0,1.0,0.0,473.0,1012.0,GasA,3,Y,SBrkr,1034,0,0,1034,1.0,0.0,1,0,3,1,3,6,Typ,0,0,1976.0,1.0,3.0,888.0,3,3,Y,0,0,0,0,0,0,0,0.0,0,5,2010,WD ,169900,0,23976,0,9108,3,30
84,532351140,90,RM,68.0,8930,Pave,Reg,Lvl,AllPub,Inside,Gtl,RRAe,Norm,Duplex,1.5Fin,6,5,1978,1978,Gable,CompShg,VinylSd,VinylSd,0.0,3,3,Slab,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GasA,3,Y,SBrkr,1318,584,0,1902,0.0,0.0,2,0,4,2,3,8,Typ,0,0,1978.0,1.0,2.0,539.0,3,3,Y,0,0,0,0,0,0,0,0.0,0,4,2010,WD ,112000,0,9702,0,0,6,30
81,531453010,20,RL,81.0,9672,Pave,Reg,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,1Story,6,5,1984,1985,Hip,CompShg,HdBoard,Plywood,0.0,3,3,PConc,4,3,1.0,6.0,338.0,1.0,0.0,702.0,1040.0,GasA,3,Y,SBrkr,1097,0,0,1097,0.0,0.0,2,0,3,1,3,6,Typ,0,0,1986.0,1.0,2.0,480.0,3,3,Y,0,0,0,0,0,0,0,4.0,0,5,2010,WD ,152000,0,8640,0,12480,3,30
2389,528118110,60,RL,120.0,13975,Pave,IR1,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,2Story,9,5,2005,2006,Hip,CompShg,VinylSd,VinylSd,525.0,4,3,PConc,4,3,3.0,1.0,0.0,1.0,0.0,1090.0,1090.0,GasA,5,Y,SBrkr,1117,1089,0,2206,0.0,0.0,2,1,4,1,5,10,Typ,1,4,2005.0,3.0,3.0,670.0,3,3,Y,148,95,0,0,0,0,0,0.0,0,8,2006,New,300000,0,18090,4,13080,5,45
280,908152080,80,RL,94.0,7819,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,SLvl,6,5,1976,1976,Gable,CompShg,Plywood,Plywood,0.0,3,3,CBlock,3,3,3.0,5.0,422.0,4.0,127.0,480.0,1029.0,GasA,3,Y,SBrkr,1117,0,0,1117,1.0,0.0,1,0,3,1,3,6,Typ,1,3,1976.0,1.0,2.0,672.0,3,3,Y,144,0,0,0,0,0,0,3.0,0,3,2010,WD ,107000,0,12096,3,9261,3,30
190,902402250,190,RM,60.0,11340,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,2fmCon,2Story,4,6,1885,1950,Gable,CompShg,VinylSd,AsbShng,0.0,3,3,PConc,3,3,1.0,1.0,0.0,1.0,0.0,777.0,777.0,GasA,4,Y,SBrkr,1246,1044,0,2290,0.0,0.0,2,0,4,2,3,11,Typ,0,0,1971.0,1.0,2.0,560.0,3,3,N,0,0,114,0,0,0,0,0.0,0,4,2010,WD ,122500,0,10080,0,6993,6,24
2371,527451450,160,RM,21.0,1680,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,Twnhs,2Story,6,5,1972,1972,Gable,CompShg,HdBoard,HdBoard,504.0,3,3,CBlock,3,3,1.0,5.0,276.0,1.0,0.0,207.0,483.0,GasA,3,Y,SBrkr,483,465,0,948,0.0,0.0,1,1,2,1,3,5,Typ,0,0,1972.0,1.0,1.0,264.0,3,3,Y,0,0,0,0,0,0,0,0.0,0,7,2006,WD ,89000,0,2376,0,4347,3,30
213,904350045,50,RL,65.0,6001,Pave,IR1,Bnk,AllPub,Inside,Mod,Norm,Norm,1Fam,1.5Fin,6,5,1940,1950,Gable,CompShg,VinylSd,VinylSd,0.0,3,3,CBlock,2,3,1.0,2.0,368.0,1.0,0.0,232.0,600.0,GasA,5,N,SBrkr,600,319,0,919,0.0,0.0,1,0,3,1,3,5,Typ,0,0,1940.0,1.0,1.0,231.0,3,3,Y,0,0,45,0,0,0,0,3.0,0,3,2010,WD ,95000,0,2079,0,3600,3,30
1864,534125120,20,RL,78.0,11700,Pave,Reg,Lvl,AllPub,Inside,Gtl,RRAn,Norm,1Fam,1Story,6,6,1968,1968,Gable,CompShg,MetalSd,MetalSd,41.0,3,3,CBlock,3,3,1.0,1.0,0.0,1.0,0.0,912.0,912.0,GasA,5,Y,SBrkr,1152,0,0,1152,1.0,0.0,1,1,3,1,3,7,Typ,0,0,1968.0,2.0,2.0,412.0,3,3,Y,0,126,0,0,0,0,0,0.0,0,9,2007,CWD,143450,0,7416,0,8208,3,36
37,528108120,60,RL,102.0,12858,Pave,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,9,5,2009,2010,Gable,CompShg,VinylSd,VinylSd,162.0,5,3,PConc,5,3,1.0,1.0,0.0,1.0,0.0,1590.0,1590.0,GasA,5,Y,SBrkr,1627,707,0,2334,0.0,0.0,2,1,3,1,5,10,Typ,1,4,2009.0,3.0,3.0,751.0,3,3,Y,144,133,0,0,0,0,0,0.0,0,1,2010,New,376162,0,20277,4,23850,5,45
146,535175070,20,RL,73.0,9300,Pave,Reg,Lvl,AllPub,Inside,Gtl,Feedr,Norm,1Fam,1Story,5,5,1960,1960,Gable,CompShg,MetalSd,HdBoard,324.0,3,3,CBlock,3,3,1.0,3.0,697.0,1.0,0.0,571.0,1268.0,GasA,3,Y,SBrkr,1264,0,0,1264,1.0,0.0,1,0,3,1,3,6,Typ,2,4,1960.0,1.0,2.0,461.0,3,3,Y,0,0,0,0,143,0,0,0.0,0,4,2010,WD ,167500,0,8298,8,11412,3,25
809,906226080,90,RL,64.0,7018,Pave,Reg,Bnk,AllPub,Inside,Gtl,Feedr,Norm,Duplex,SFoyer,5,5,1979,1979,Gable,CompShg,Plywood,Plywood,275.0,3,3,CBlock,4,3,3.0,6.0,1086.0,1.0,0.0,0.0,1086.0,GasA,3,Y,SBrkr,1224,0,0,1224,2.0,0.0,0,2,2,2,3,6,Typ,2,3,1979.0,1.0,2.0,528.0,3,3,Y,120,0,0,0,0,0,0,0.0,0,6,2009,WD ,153337,0,9504,6,13032,6,25
767,904351200,70,RH,54.0,6629,Pave,Reg,Lvl,AllPub,Inside,Gtl,Artery,Norm,1Fam,2Story,6,6,1925,1950,Gambrel,CompShg,Wd Sdng,Wd Sdng,0.0,3,4,BrkTil,3,3,1.0,4.0,551.0,1.0,0.0,121.0,672.0,GasA,3,N,SBrkr,697,672,0,1369,1.0,0.0,2,0,3,1,3,6,Typ,0,0,1930.0,1.0,1.0,300.0,3,3,Y,147,0,0,0,0,0,0,0.0,0,7,2009,WD ,103600,0,2700,0,6048,3,36
262,907200340,20,RL,75.0,10650,Pave,Reg,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,1Story,5,6,1976,1976,Gable,CompShg,HdBoard,HdBoard,0.0,3,3,CBlock,3,4,3.0,2.0,182.0,5.0,712.0,0.0,894.0,GasA,3,Y,SBrkr,894,0,0,894,1.0,0.0,1,0,3,1,3,5,Typ,0,0,1976.0,1.0,1.0,308.0,3,3,Y,365,0,0,0,0,0,0,3.0,0,2,2010,WD ,128200,0,2772,0,10728,3,30
101,533221090,160,FV,0.0,2117,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,Twnhs,2Story,6,5,2000,2000,Gable,CompShg,MetalSd,MetalSd,216.0,4,3,PConc,4,3,1.0,6.0,378.0,1.0,0.0,378.0,756.0,GasA,5,Y,SBrkr,769,804,0,1573,0.0,0.0,2,1,3,1,4,5,Typ,0,0,2000.0,1.0,2.0,440.0,3,3,Y,0,32,0,0,0,0,0,0.0,0,6,2010,WD ,177500,0,7920,0,9072,4,30
48,528176070,60,RL,105.0,13650,Pave,Reg,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,2Story,8,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,232.0,4,3,PConc,4,3,4.0,6.0,578.0,1.0,0.0,1093.0,1671.0,GasA,5,Y,SBrkr,1687,563,0,2250,1.0,0.0,2,1,3,1,4,7,Typ,1,5,2002.0,3.0,3.0,756.0,3,3,Y,238,130,0,0,0,0,0,0.0,0,6,2010,WD ,320000,0,20412,5,20052,4,40
489,528290180,60,RL,42.0,8433,Pave,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,6,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,0.0,3,3,PConc,4,3,1.0,6.0,683.0,1.0,0.0,111.0,794.0,GasA,5,Y,SBrkr,819,695,0,1514,1.0,0.0,2,1,3,1,3,7,Typ,1,3,2000.0,3.0,2.0,394.0,3,3,Y,0,72,0,0,0,0,0,0.0,0,6,2009,WD ,190000,0,7092,3,9528,3,30
2369,527451200,160,RM,21.0,1680,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,Twnhs,2Story,6,5,1971,1971,Gable,CompShg,CemntBd,CmentBd,236.0,3,3,CBlock,3,3,1.0,1.0,0.0,1.0,0.0,672.0,672.0,GasA,3,Y,SBrkr,672,546,0,1218,0.0,0.0,1,1,3,1,3,7,Typ,0,0,-1.0,0.0,0.0,0.0,0,0,N,201,0,0,0,0,0,0,0.0,0,4,2006,WD ,91500,0,0,0,6048,3,30
707,902202150,190,RM,50.0,6000,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,2fmCon,1.5Fin,5,4,1954,1954,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,3,3,CBlock,3,3,1.0,1.0,0.0,1.0,0.0,811.0,811.0,GasA,3,Y,FuseA,811,576,0,1387,0.0,0.0,2,0,3,2,4,7,Typ,0,0,1954.0,1.0,1.0,256.0,3,3,Y,0,0,0,0,0,0,0,0.0,0,11,2009,WD ,93000,0,2304,0,7299,8,20
1556,911102170,70,C (all),50.0,8500,Pave,Reg,Lvl,AllPub,Inside,Gtl,Feedr,Norm,1Fam,2Story,4,4,1920,1950,Gambrel,CompShg,BrkFace,BrkFace,0.0,3,2,BrkTil,3,3,1.0,1.0,0.0,1.0,0.0,649.0,649.0,GasA,3,N,SBrkr,649,668,0,1317,0.0,0.0,1,0,3,1,3,6,Typ,0,0,1920.0,1.0,1.0,250.0,3,2,N,0,54,172,0,0,0,0,3.0,0,7,2008,WD ,40000,0,1500,0,5841,3,16
2034,903454010,70,RM,60.0,6882,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,6,7,1914,2006,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,3,3,PConc,3,3,1.0,1.0,0.0,1.0,0.0,684.0,684.0,GasA,3,Y,SBrkr,773,582,0,1355,0.0,0.0,1,1,3,1,4,7,Typ,0,0,-1.0,0.0,0.0,0.0,0,0,Y,136,0,115,0,0,0,0,0.0,0,3,2007,WD ,127000,0,0,0,6156,4,42
